연도,시도,시군구,지표명,국민보험 가입자,이용환자 수,지표값(퍼센트)
2002,충청남도,태안군,치매의료이용률,32251,15,0.05
2002,충청남도,당진군,치매의료이용률,53665,89,0.17
2002,전라북도,전주시 완산구,치매의료이용률,111334,148,0.13
2002,전라북도,전주시 덕진구,치매의료이용률,98148,128,0.13
2002,전라북도,군산시,치매의료이용률,77456,68,0.09
2002,전라북도,익산시,치매의료이용률,120175,113,0.09
2002,전라북도,정읍시,치매의료이용률,62369,75,0.12
2002,전라북도,남원시,치매의료이용률,44492,44,0.1
2002,전라북도,김제시,치매의료이용률,51973,69,0.13
2002,전라북도,완주군,치매의료이용률,34836,38,0.11
2002,전라북도,진안군,치매의료이용률,16228,18,0.11
2002,전라북도,무주군,치매의료이용률,14865,6,0.04
2002,전라북도,장수군,치매의료이용률,13940,12,0.09
2002,전라북도,임실군,치매의료이용률,19480,20,0.1
2002,전라북도,순창군,치매의료이용률,16200,21,0.13
2002,전라북도,고창군,치매의료이용률,37056,30,0.08
2002,전라북도,부안군,치매의료이용률,36084,49,0.14
2002,전라남도,목포시,치매의료이용률,83058,73,0.09
2002,전라남도,여수시,치매의료이용률,119194,90,0.08
2002,전라남도,순천시,치매의료이용률,95236,49,0.05
2002,전라남도,나주시,치매의료이용률,51090,32,0.06
2002,전라남도,광양시,치매의료이용률,44313,22,0.05
2002,전라남도,담양군,치매의료이용률,27128,40,0.15
2002,전라남도,곡성군,치매의료이용률,20349,9,0.04
2002,전라남도,구례군,치매의료이용률,16468,7,0.04
2002,전라남도,고흥군,치매의료이용률,53022,17,0.03
2002,전라남도,보성군,치매의료이용률,31843,24,0.08
2002,전라남도,화순군,치매의료이용률,32921,29,0.09
2002,전라남도,장흥군,치매의료이용률,26459,8,0.03
2002,전라남도,강진군,치매의료이용률,25066,10,0.04
2002,전라남도,해남군,치매의료이용률,47832,32,0.07
2002,전라남도,영암군,치매의료이용률,28701,16,0.06
2002,전라남도,무안군,치매의료이용률,33354,23,0.07
2002,전라남도,함평군,치매의료이용률,23722,16,0.07
2002,전라남도,영광군,치매의료이용률,32301,13,0.04
2002,전라남도,장성군,치매의료이용률,25491,16,0.06
2002,전라남도,완도군,치매의료이용률,33151,10,0.03
2002,전라남도,진도군,치매의료이용률,21838,10,0.05
2002,전라남도,신안군,치매의료이용률,28344,17,0.06
2002,경상북도,포항시 남구,치매의료이용률,99432,92,0.09
2002,경상북도,포항시 북구,치매의료이용률,96052,125,0.13
2002,경상북도,경주시,치매의료이용률,116577,182,0.16
2002,경상북도,김천시,치매의료이용률,65024,51,0.08
2002,경상북도,안동시,치매의료이용률,79465,62,0.08
2002,경상북도,구미시,치매의료이용률,99280,97,0.1
2002,경상북도,영주시,치매의료이용률,57207,37,0.06
2002,경상북도,영천시,치매의료이용률,53904,52,0.1
2002,경상북도,상주시,치매의료이용률,60714,102,0.17
2002,경상북도,문경시,치매의료이용률,41584,49,0.12
2002,경상북도,경산시,치매의료이용률,71661,55,0.08
2002,경상북도,군위군,치매의료이용률,17929,20,0.11
2002,경상북도,의성군,치매의료이용률,42576,61,0.14
2002,경상북도,청송군,치매의료이용률,17870,17,0.1
2002,경상북도,영양군,치매의료이용률,12188,9,0.07
2002,경상북도,영덕군,치매의료이용률,26832,30,0.11
2002,경상북도,청도군,치매의료이용률,27949,24,0.09
2002,경상북도,고령군,치매의료이용률,18814,22,0.12
2002,경상북도,성주군,치매의료이용률,26942,26,0.1
2002,경상북도,칠곡군,치매의료이용률,34835,24,0.07
2002,경상북도,예천군,치매의료이용률,31419,45,0.14
2002,경상북도,봉화군,치매의료이용률,21440,23,0.11
2002,경상북도,울진군,치매의료이용률,30144,22,0.07
2002,경상북도,울릉군,치매의료이용률,4969,6,0.12
2002,경상남도,창원시,치매의료이용률,158521,107,0.07
2002,경상남도,마산시,치매의료이용률,156588,127,0.08
2002,경상남도,진주시,치매의료이용률,126389,169,0.13
2002,경상남도,진해시,치매의료이용률,40904,37,0.09
2002,경상남도,통영시,치매의료이용률,54600,21,0.04
2002,경상남도,사천시,치매의료이용률,47446,47,0.1
2002,경상남도,김해시,치매의료이용률,116193,106,0.09
2002,경상남도,밀양시,치매의료이용률,56306,71,0.13
2002,경상남도,거제시,치매의료이용률,61320,43,0.07
2002,경상남도,양산시,치매의료이용률,69446,43,0.06
2002,경상남도,의령군,치매의료이용률,18318,14,0.08
2002,경상남도,함안군,치매의료이용률,31133,19,0.06
2002,경상남도,창녕군,치매의료이용률,36124,41,0.11
2002,경상남도,고성군,치매의료이용률,30840,24,0.08
2002,경상남도,남해군,치매의료이용률,31928,44,0.14
2002,경상남도,하동군,치매의료이용률,28986,25,0.09
2002,경상남도,산청군,치매의료이용률,21491,17,0.08
2002,경상남도,함양군,치매의료이용률,23677,22,0.09
2002,경상남도,거창군,치매의료이용률,33079,37,0.11
2002,경상남도,합천군,치매의료이용률,32923,31,0.09
2002,제주도,제주시,치매의료이용률,92143,51,0.06
2002,제주도,서귀포시,치매의료이용률,31743,22,0.07
2002,제주도,북제주군,치매의료이용률,40684,22,0.05
2002,제주도,남제주군,치매의료이용률,31322,13,0.04
2003,서울특별시,종로구,치매의료이용률,97613,174,0.18
2003,서울특별시,중구,치매의료이용률,108078,179,0.17
2003,서울특별시,용산구,치매의료이용률,103399,160,0.15
2003,서울특별시,성동구,치매의료이용률,132662,147,0.11
2003,서울특별시,광진구,치매의료이용률,137519,132,0.1
2003,서울특별시,동대문구,치매의료이용률,153894,166,0.11
2003,서울특별시,중랑구,치매의료이용률,164206,133,0.08
2003,서울특별시,성북구,치매의료이용률,174630,240,0.14
2003,서울특별시,강북구,치매의료이용률,142424,170,0.12
2003,서울특별시,도봉구,치매의료이용률,142257,166,0.12
2003,서울특별시,노원구,치매의료이용률,234419,320,0.14
2003,서울특별시,은평구,치매의료이용률,179247,206,0.11
2003,서울특별시,서대문구,치매의료이용률,141325,202,0.14
2003,서울특별시,마포구,치매의료이용률,150523,238,0.16
2003,서울특별시,양천구,치매의료이용률,180558,206,0.11
2003,서울특별시,강서구,치매의료이용률,202723,182,0.09
2003,서울특별시,구로구,치매의료이용률,154013,122,0.08
2003,서울특별시,금천구,치매의료이용률,98995,65,0.07
2003,서울특별시,영등포구,치매의료이용률,185558,223,0.12
2003,서울특별시,동작구,치매의료이용률,143533,178,0.12
2003,서울특별시,관악구,치매의료이용률,182876,198,0.11
2003,서울특별시,서초구,치매의료이용률,181785,299,0.16
2003,서울특별시,강남구,치매의료이용률,255855,427,0.17
2003,서울특별시,송파구,치매의료이용률,241721,339,0.14
2003,서울특별시,강동구,치매의료이용률,179444,179,0.1
2003,부산광역시,중구,치매의료이용률,30929,43,0.14
2003,부산광역시,서구,치매의료이용률,67349,77,0.11
2003,부산광역시,동구,치매의료이용률,58980,71,0.12
2003,부산광역시,영도구,치매의료이용률,78005,70,0.09
2003,부산광역시,부산진구,치매의료이용률,122857,101,0.08
2003,부산광역시,동래구,치매의료이용률,120819,103,0.09
2003,부산광역시,남구,치매의료이용률,125394,100,0.08
2003,부산광역시,북구,치매의료이용률,103803,67,0.06
2003,부산광역시,해운대구,치매의료이용률,154523,127,0.08
2003,부산광역시,사하구,치매의료이용률,150708,186,0.12
2003,부산광역시,금정구,치매의료이용률,116359,100,0.09
2003,부산광역시,강서구,치매의료이용률,30475,31,0.1
2003,부산광역시,연제구,치매의료이용률,98307,94,0.1
2003,부산광역시,수영구,치매의료이용률,76853,80,0.1
2003,부산광역시,사상구,치매의료이용률,119647,104,0.09
2003,부산광역시,기장군,치매의료이용률,32710,25,0.08
2003,대구광역시,중구,치매의료이용률,43909,45,0.1
2003,대구광역시,동구,치매의료이용률,131118,135,0.1
2003,대구광역시,서구,치매의료이용률,109811,78,0.07
2003,대구광역시,남구,치매의료이용률,76764,103,0.13
2003,대구광역시,북구,치매의료이용률,134270,96,0.07
2003,대구광역시,수성구,치매의료이용률,173502,194,0.11
2003,대구광역시,달서구,치매의료이용률,197646,152,0.08
2003,대구광역시,달성군,치매의료이용률,57092,45,0.08
2003,인천광역시,중구,치매의료이용률,37318,40,0.11
2003,인천광역시,동구,치매의료이용률,33976,32,0.09
2003,인천광역시,남구,치매의료이용률,164397,156,0.09
2003,인천광역시,연수구,치매의료이용률,82117,77,0.09
2003,인천광역시,남동구,치매의료이용률,145383,91,0.06
2003,인천광역시,부평구,치매의료이용률,194444,169,0.09
2003,인천광역시,계양구,치매의료이용률,104963,72,0.07
2003,인천광역시,서구,치매의료이용률,114810,90,0.08
2003,인천광역시,강화군,치매의료이용률,35660,32,0.09
2003,인천광역시,옹진군,치매의료이용률,7539,8,0.11
2003,광주광역시,동구,치매의료이용률,53715,103,0.19
2003,광주광역시,서구,치매의료이용률,85251,81,0.1
2003,광주광역시,남구,치매의료이용률,86131,77,0.09
2003,광주광역시,북구,치매의료이용률,156592,173,0.11
2003,광주광역시,광산구,치매의료이용률,71370,76,0.11
2003,대전광역시,동구,치매의료이용률,94949,102,0.11
2003,대전광역시,중구,치매의료이용률,102874,157,0.15
2003,대전광역시,서구,치매의료이용률,159759,217,0.14
2003,대전광역시,유성구,치매의료이용률,52015,67,0.13
2003,대전광역시,대덕구,치매의료이용률,70692,63,0.09
2003,울산광역시,중구,치매의료이용률,82371,61,0.07
2003,울산광역시,남구,치매의료이용률,118236,116,0.1
2003,울산광역시,동구,치매의료이용률,66504,44,0.07
2003,울산광역시,북구,치매의료이용률,35338,28,0.08
2003,울산광역시,울주군,치매의료이용률,61088,60,0.1
2003,경기도,수원시 장안구,치매의료이용률,99251,69,0.07
2003,경기도,수원시 권선구,치매의료이용률,90579,62,0.07
2003,경기도,수원시 팔달구,치매의료이용률,98046,71,0.07
2003,경기도,성남시 수정구,치매의료이용률,90220,55,0.06
2003,경기도,성남시 중원구,치매의료이용률,95270,34,0.04
2003,경기도,성남시 분당구,치매의료이용률,160106,280,0.17
2003,경기도,의정부시,치매의료이용률,115472,74,0.06
2003,경기도,안양시 만안구,치매의료이용률,96545,72,0.07
2003,경기도,안양시 동안구,치매의료이용률,114307,120,0.1
2003,경기도,부천시 원미구,치매의료이용률,140248,120,0.09
2003,경기도,부천시 소사구,치매의료이용률,72287,69,0.1
2003,경기도,부천시 오정구,치매의료이용률,63992,32,0.05
2003,경기도,광명시,치매의료이용률,115667,117,0.1
2003,경기도,평택시,치매의료이용률,128296,117,0.09
2003,경기도,동두천시,치매의료이용률,27910,24,0.09
2003,경기도,안산시 상록구,치매의료이용률,96613,75,0.08
2003,경기도,안산시 단원구,치매의료이용률,91291,56,0.06
2003,경기도,고양시 덕양구,치매의료이용률,120059,134,0.11
2003,경기도,고양시일산구,치매의료이용률,156329,274,0.18
2003,경기도,과천시,치매의료이용률,26342,62,0.24
2003,경기도,구리시,치매의료이용률,67062,45,0.07
2003,경기도,남양주시,치매의료이용률,140176,108,0.08
2003,경기도,오산시,치매의료이용률,34371,26,0.08
2003,경기도,시흥시,치매의료이용률,105454,87,0.08
2003,경기도,군포시,치매의료이용률,90481,75,0.08
2003,경기도,의왕시,치매의료이용률,49316,43,0.09
2003,경기도,하남시,치매의료이용률,50101,33,0.07
2003,경기도,용인시,치매의료이용률,167818,182,0.11
2003,경기도,파주시,치매의료이용률,86053,110,0.13
2003,경기도,이천시,치매의료이용률,65210,42,0.06
2003,경기도,안성시,치매의료이용률,58889,61,0.1
2003,경기도,김포시,치매의료이용률,65961,51,0.08
2003,경기도,화성시,치매의료이용률,91536,76,0.08
2003,경기도,광주시,치매의료이용률,65097,55,0.08
2003,경기도,양주군,치매의료이용률,51576,41,0.08
2003,경기도,여주군,치매의료이용률,44708,37,0.08
2003,경기도,연천군,치매의료이용률,22359,10,0.04
2003,경기도,포천군,치매의료이용률,60704,34,0.06
2003,경기도,가평군,치매의료이용률,26119,22,0.08
2003,경기도,양평군,치매의료이용률,40303,42,0.1
2003,강원도,춘천시,치매의료이용률,99677,84,0.08
2003,강원도,원주시,치매의료이용률,104158,56,0.05
2003,강원도,강릉시,치매의료이용률,95018,49,0.05
2003,강원도,동해시,치매의료이용률,39340,35,0.09
2003,강원도,태백시,치매의료이용률,24266,17,0.07
2003,강원도,속초시,치매의료이용률,35233,27,0.08
2003,강원도,삼척시,치매의료이용률,35781,14,0.04
2003,강원도,홍천군,치매의료이용률,33013,20,0.06
2003,강원도,횡성군,치매의료이용률,22370,17,0.08
2003,강원도,영월군,치매의료이용률,23182,23,0.1
2003,강원도,평창군,치매의료이용률,22335,8,0.04
2003,강원도,정선군,치매의료이용률,23216,13,0.06
2003,강원도,철원군,치매의료이용률,21329,18,0.08
2003,강원도,화천군,치매의료이용률,10024,12,0.12
