치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,9,1,2,화성시보건소,김장수,031-369-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-369-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,9,1,2,화성시보건소,김장수,031-369-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-369-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
인천광역시 동구 치매안심센터,치매안심센터,인천광역시 동구 송림로 113,인천광역시 동구 송림동 49-13,37.47690373,126.6471972,2018-12,429.76,사무실(1)+프로그램실(2)+가족카페(1)+검사실(1)+진료실(1)+상담실(2),2,7,3,작업치료사(1)+임상심리사(1),인천광역시 동구보건소,보건소장,032-772-6307,,○상담 및 등록관리 ○치매조기검진 ○치매예방관리 ○치매환자쉼터운영 ○치매지원서비스 ○치매가족 및 보호자 지원사업 ○치매인식개선 및 교육·홍보 사업 ○치매안심마을 운영 등,032-772-6307,인천광역시 동구보건소,2021-06-16,3500000,인천광역시 동구
치매안심센터,치매안심센터,경상북도 경산시 남매로 158,경상북도 경산시 중방동 708-5,35.82511247,128.7432823,2013-08,,"진료실, 검사실(3), 교육상담실, 심리검사실, 자원봉사자실, 탕비실, 물품보관실, 문서고, 프로그램실(3), 사무실, 가족카페, 카페사랑방 등",1,18,1,4,경산시보건소,안경숙,053-810-6435,,"치매선별검진, 우리마을 예쁜 치매쉼터",053-810-6435,경상북도 경산시보건소,2021-06-15,5130000,경상북도 경산시
마포구치매안심센터,치매안심센터,서울특별시 마포구 대흥로 122,서울특별시 마포구 대흥동 38-22,37.5504068177,126.9442780986,2007-07,624,진료실 검진실 프로그램실 사무실 강당,1,11,5,6,가톨릭대학교서울성모병원,양동원,3272-1578,2021-01-01,치매예방및인식개선사업 치매조기검진사업 치매예방등록관리사업 치매치료비및원인확진검사비지원,3153-9062,마포구보건소건강증진과,2021-08-13,3130000,서울특별시 마포구
거창군치매안심센터,치매안심센터,경상남도 거창군 거창읍 거함대로 3079,경상남도 거창군 거창읍 송정리 332-3,35.6809363,127.8987274,2018-10,592.65,사무실+회의실+?Y터+프로그램실+진료실+상담실,0,6,6,2,거창군보건소,이정헌,055-940-7912,,"치매환자 등록 관리, 치매치료비 지원, 치매환자 조호물품지원, 노인성질환자 위생용품 지원, 치매 실종예방 배회감지기 지원, 치매조기검진, 치매안심프로그램 운영, 치매파트너 양성, 치매극복선도기관 지정, 치매예방교육 등",055-940-7912,경상남도 거창군청,2021-08-24,5470000,경상남도 거창군
서산시보건소 치매센터,치매안심센터,"충청남도 서산시 호수공원6로 6, 서산시보건소(예천동)",충청남도 서산시 예천동 496-1,36.77457668,126.4445156,2018-08,350,사무실(1)+쉼터(1)+검진실(1)+상담실(2)+가족까페(1),0,5,4,2(작업치료사),서산시보건소,김지범,041-661-8100,,"치매조기검진, 치매안심센터프로그램 운영, 치매환자 맞춤형 사례관리, 치매환자 조호물품 및 치매치료관리비 지원",041-661-6592,충청남도 서산시보건소,2021-07-15,4530000,충청남도 서산시
덕양구보건소치매안심센터,치매안심센터,"경기도 고양시 덕양구 마상로 126번길73, 2층",,37.65709157,126.8343062,2018-06,,,1,14,2,8,덕양구보건소,김안현,031-8075-4800,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4800,덕양구보건소 치매안심센터,2021-07-15,3940000,경기도 고양시
고성군치매안심센터,치매안심센터,강원도 고성군 간성읍 수성로 30,강원도 고성군 간성읍 신안리 178,38.37761662,128.4721409,2021-01,,사무실(1)+프로그램실(1)+가족카페(1)+검진실(2)+휴게실(1)+창고(1),0,6,0,작업치료사(4명),고성군보건소,황현숙,033-680-3798,,"치매조기검진사업, 쉼터, 가족지지, 인지재활 등",,고성군보건소,2021-10-20,4340000,강원도 고성군
치매안심센터,치매안심센터,"경기도 광주시 초월읍 경충대로 1009-40, (쌍동리)",경기도 광주시 초월읍 쌍동리 163-7,37.36884573,127.3027505,2021-11,958,,1,6,5,1,광주시보건소,이영희,031-760-2521,,"치매 조기검진, 맞춤형 사례관리 등치매예방 및 관리 서비스 제공",031-760-2110,광주시보건소,2021-10-05,5540000,경기도 광주시
영광군치매안심센터,치매안심센터,전라남도 영광군 영광읍 신남로 4길 17,전라남도 영광군 영광읍 남천리 326-5,35.27468261,126.5041643,2021-03,289,,0,7,3,1,영광군,홍성후,061-350-4806,2019-03-13,"등록관리, 프로그램 운영 등",061-350-4806,전라남도 영광군,2021-10-15,6460000,전라남도
이천시 치매안심센터,치매안심센터,경기도 이천시 증신로153번길 13,경기도 이천시 증포동 152-2,37.2889554,127.4523668,2018-11,324.4,사무실(2)+상담실(1)+검사실(1)+진단실(1)+프로그램실(2)+대기실(1)+휴게실(1),3,8,2,5,이천시 보건소,보건소장,031-644-4007,,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보 교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-644-4007,이천시 보건소,2022-02-07,4070000,경기도 이천시
남부치매안심센터,치매안심센터,경기도 이천시 장호원읍 서동대로8809번길 30-15,경기도 이천시 장호원읍 장호원리 371-1,37.11672581,127.6148957,2019-12,375.41,사무실(1)+상담실(1)+검사실(1)+진단실(1)+프로그램실(1)+대기실(1)+휴게실(1),0,1,1,1,이천시 보건소,보건소장,031-645-3461,,치매조기검진사업+치매치료관리비지원사업+치매쉼터프로그램운영+치매환자가족(헤아림) 교육 및 자조모임운영+치매예방 홍보 교육 및 캠페인+치매파트너 모집+치매관련 정보제공+치매환자 배회인식표 제공+자원연계,031-645-3460,이천시 보건소,2022-02-07,4070000,경기도 이천시
춘천시 치매안심센터,치매안심센터,강원도 춘천시 스무숲길 4-46,강원도 춘천시 석사동 171-8,37.846002,127.746997,2022-07,1311,센터장실(1)+사무실(1)+회의실(1)+상담실(5)+ 교육실(4),0,13,1,협력의사(3)+보건교육사(1)+물리치료사(1)+작업치료사(1),춘천시보건소,심영희,033-250-4004,,"치매검진(조기검진 무료, 정밀검진비 지원), 치매환자 치료비(약제비) 지원,  조호물품(기저귀,물티슈)지원, 인식표 제공, 배회감지기 지원, 치매환자 단기쉼터 운영, 치매환자 및 가족 지원, 상담 및 교육, 인지강화프로그램, 치매예방프로그램, 치매 극복의날 행사, 인식개선 및 홍보 등",033-250-4004,춘천시보건소,2022-01-12,4180000,강원도 춘천시
강남구치매안심센터,치매안심센터,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-26,37.5103117,127.0463776,2009-12,903.24,사무실(1)+강당(1)+다목적홀(1)+진료실(1)+인지검사실(2)+회의실(1)+상담실(1)+창고(1)+세탁실(1)+프로그램실(4)+화장실(5),2,7,4,7,삼성서울병원,박승우,02-3410-2114,2020-01-01,치매조기선별검진 및 정밀검진+인지건강프로그램 및 쉼터 운영 등,02-3423-7123,서울특별시청+강남구보건소,2022-02-21,3220000,서울특별시 강남구
합천군 치매안심센터,치매안심센터,경상남도 합천군 합천읍 동서로39,경상남도 합천군 합천읍 합천리 524-1,35.56792811,128.1567534,2022-12,738,,1,7,1,,경상남도 합천군보건소,이미경,055-930-3730,2017-12-28,"치매조기검진, 치매진단검사, 치매치료관리비 지원, 치매환자 조호물품 제공, 치매환자 실종예방 사업, 치매환자 쉼터 운영, 치매환자 가족교실 운영",055-930-3900,경상남도 합천군보건소,2022-03-10,5480000,경상남도 합천군
강릉시치매안심센터,치매안심센터,"강원도 강릉시 남부로17번길 38, 가동",강원도 강릉시 내곡동 413,37.74287093,128.8827493,2019-12,3602.26,사무실+검진실+상담실+쉼터+가족카페+프로그램실,2,12,3,3,강릉시 보건소,백춘희,033-660-3081,,등록관리+조기검진+예방관리+가족지원+인식개선 및 홍보,033-660-3081,강원도 강릉시청,2022-03-08,4200000,강원도 강릉시
서울특별시 구로구 치매안심센터,치매안심센터,"서울특별시 구로구 디지털로 243, 2층 (지-하이시티 빌딩)",서울특별시 구로구 구로동 237,37.48199097,126.892351,2009-07,530.25,검진실+가족쉼터 및 카페+프로그램실,1,8,6,7,고려대학교 구로병원,김준형,02-2612-7041,2021-01-01,정상 고위험 치매 프로그램 및 인지프로그램 운영 등,02-860-3273,서울특별시 구로구 보건소,2022-02-28,3160000,서울특별시 구로구
동구 치매안심센터,치매안심센터,대전광역시 동구 현암로 22 (삼성동),,36.34298696,127.4204617,2018-04,,,2,8,4,6,동구 보건소,장선애,042-621-6011,,"치매 조기검진, 치매환자 쉼터 프로그램, 치매예방 및 인지강화 프로그램, 환자가족 상담 및 힐링프로그램 등",,대전광역시 동구청,2022-03-04,3640000,대전광역시 동구
강서구치매안심센터,치매안심센터,"서울특별시 강서구 화곡로 371, 경향교회선교관 3층",,37.556963,126.852184,2009-09,630,,1,7,5,운동처방사(2)+작업치료사(9),학교법인 이화학당,정지향,02-3663-0943,2020-01-01,"무료치매검진 및 진단, 치매예방교육, 치매예방인지재활프로그램, 치매가족지지 프로그램 등",02-2600-5877,서울특별시 강서구청,2022-03-04,3150000,서울특별시 강서구
군포시치매안심센터,치매안심센터,"경기도 군포시 군포로 522, 3층","경기도 군포시 당동 776-20, 3층",37.35258222,126.9456563,2018-05,493.9,사무실(1)+검진실(2)+교육실(3)+쉼터(1),1,9,4,2,군포시보건소,김미경,031-389-4981,,"치매예방프로그램, 치매환자 및 가족프로그램",031-389-4981,군포시보건소,2022-04-04,4020000,경기도 군포시
광주광역시 남구 치매안심센터,치매안심센터,광주광역시 남구 효우로 80,광주광역시 남구 노대동 737,35.10621299,126.9038012,2020-02,288.68,,1,11,2,5,광주광역시 남구 보건소,곽은영,062-607-4361,,인지강화교실 및 쉼터 등,062-607-4365,광주남구치매안심센터,2022-05-12,3610000,광주광역시 남구
양양군 치매안심센터,치매안심센터,강원도 양양군 양양읍 양양로 9-5,강원도 양양군 양양읍 연창리 203-5,38.07784528,128.6274871,2019-07,309,사무실+검진실+상담실+쉼터,0,5,1,3,양양군 보건소,권성준,033-670-2937,,치매환자 등록관리/인지재활 프로그램/쉼터 프로그램,033-670-2937,양양군 보건소,2022-05-12,4350000,강원도 양양군
울진군 치매안심센터,치매안심센터,경상북도 울진군 울진읍 읍내8길 61-8,경상북도 울진군 울진읍 읍내리 563-5,36.99621755,129.4045994,1997-11,,,0,6,4,2,울진군보건소 치매안심센터,최용팔,054-789-5025,,"치매치매조기검진 및 대상자 등록관리, 인지강화프로그램 및 치매가족프로그램 운영, 치매서포터즈 양성",054-789-5000,울진군보건소,2022-04-30,5250000,경상북도 울진군
파주시 치매안심센터,치매안심센터,경기도 파주시 조리읍 봉천로 68(건강증진센터 3층),경기도 파주시 조리읍 봉일천리 188-9,37.745044,126.8050097,2018-07,356.42,"사무실(1), 프로그램실(1), 다목적홀(1), 상담실(2), 센터장실(진단검사실)(1), 가족카페(1)",1,4,2,"작업치료사 (3), 기타(2)",파주시 보건소,파주시보건소장(임미숙),031-940-3721,,"치매조기검진사업, 치매인식개선 및 예방사업, 치매환자가족(헤아림)교육 및 지지프로그램 운영, 쉼터 운영사업,치매치료비지원사업, 치매파트너 모집, 치매환자 배회인식표제공, 지문등록, 치매안심공동체 운영, 사례관리,치매환자 인지재활 프로그램",031-940-3721,파주시 보건소,2022-04-01,4060000,경기도 파주시
해남군 치매안심센터,치매안심센터,전라남도 해남군 해남읍 해남로 46,전라남도 해남군 해남읍 해리 186,34.57046051,126.6120436,2019-11,,,1,7,2,1,해남군치매안심센터,안형주,061-531-3793,,"치매조기검진, 사례관리, 치매환자 쉼터 및 가족지원, 치매예방 등 프로그램",,해남군 보건소,2022-04-19,4930000,전라남도 해남군
경상북도영주시치매안심센터,치매안심센터,경상북도 영주시 영주로159번길 73,경상북도 영주시 영주동 479-1,36.82876293,128.6159883,2018-09,1255.89,사무실(2)+프로그램실(1)+검진실(2)+환자쉼터(1)+가족카페(1)+강당(1)+심리안정실(1),0,9,5,행정(1)+작업치료사(5),영주시보건소,김인석,054-639-5733,,치매예방교실+고위험군 인지강화교실+치매환자쉼터+찾아가는 치매예방교실+치매환자 가족교실+치매가족 자조모임+치매가족 힐링프로그램 등,054-631-4000,경상북도 영주시청,2022-06-13,5090000,경상북도 영주시
양주시 서부 치매안심센터(분소),치매안심센터,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.81249969,126.9723072,2022-11,1096,쉼터+가족카페+원예치료실등,0,4,0,1,양주시보건소,이재환,031-8082-4388,2019-12-30,"치매조기검진, 치매예방프로그램, 치매환자 쉼터, 치매가족지원사업, 치매약제비 지원, 조호용품등 지원",031-8082-7100,경기도 양주시청 건강증진과 건강증진과,2022-05-31,5590000,경기도 양주시
서울특별시 성동구 치매안심센터,치매안심센터,서울특별시 성동구 왕십리로5길 3 (성수1가제2동 공공복합청사 5층),서울특별시 성동구 성수동1가 685-580,37.546403,127.0443496552,2007-07,558.09,인지건강센터,1,10,4,4,서울특별시 서울의료원,허재혁,02-499-8071,2017-01-01,"치매검진, 치매예방등록관리, 지역사회자원 강화",02-2286-7128,성동구보건소,2022-06-08,3030000,서울특별시 성동구
충주시치매안심센터,치매안심센터,충청북도 충주시 사직산21길 34,충청북도 충주시 문화동1655,36.97085167,127.9280135,2022-12,619.86,사무실(1)+교육실(3)+가족카페(1)+검사실(3),0,9,2,작업치료사+기타(3),충주시보건소,이승희,043-850-1780,,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",043-850-1780,충청북도 충주시청,2022-05-31,4390000,충청북도 충주시
상주시치매안심센터,치매안심센터,경상북도 상주시 중앙로 111,경상북도 상주시 무양동 33-4,36.41690111,128.1499972,2019-01,547.98,,0,7,1,3,상주시치매안심센터,강영석,054-537-6514,,무료치매검사,054-535-4000,상주시보건소,2022-06-03,5110000,경상북도 상주시
대구북구치매안심센터,치매안심센터,"대구광역시 북구 성북로49, 5층",대구광역시 북구 침산동 521-2,35.8918696,128.588898,2022-09,489.55,검진실+로비+사무실+교육실+기억쉼터+어르신운동실+탕비실,1,12,4,8,대구북구보건소,이영숙,053-665-3135,,"치매조기검진, 치매치료관리비지원, 조호물품 제공, 치매예방프로그램, 가족지원 등",053-665-4267,대구북구보건소,2022-05-30,3450000,대구광역시 북구
분당구보건소 치매안심센터,치매안심센터,경기도 성남시 분당구 내정로 94(정자동 한솔마을 711동 1층),경기도 성남시 분당구 정자동 101,37.36738858,127.1155093,2020-08,564,진료실(1)+사무실(1)+프로그램실(3)+쉼터(1)+가족카페(1) 등,0,18,3,협력의사(2)+작업치료사(2)+임상심리사(1)+청소(1)+사회복지사(기간제)(5),분당구보건소,보건소장,031-729-8783,,무료치매검사+프로그램운영+치매예방관리등,031-729-4053,경기도 성남시 분당구보건소,2022-05-30,3780000,경기도 성남시
대전서구치매안심센터,치매안심센터,대전광역시서구둔산서로100+건강체련관3층,대전광역시서구둔산동1300+건강체련관3층,36.35505672,127.3833597,2022-04,711.29,프로그램실(3)+가족카페(1)+의사검진실(1)+신경심리검사실(1)+선별검사실(1)+대기실(1)+사무실(1)+서고(1)+세미나실(1),3,9,4,작업치료사(2)+임상심리사(2),대전서구보건소,박경용,042-288-4470,2018-04-18,치매환자인지재활프로그램+고위험군인지강화교실+치매예방교실+찾아가는경로당치매예방교실+치매예방교육+치매파트너및플러스사업+가족교실+가족자조모임+선별검사및진단검사+치매치료관리비지원+조호물품지원+배회가능어르신인식표제공+지문등사전등록+공공후견지원사업+사례관리,042-288-4500,대전서구보건소,2022-05-23,3660000,대전광역시 서구
포천시치매안심센터,치매안심센터,경기도 포천시 삼육사로 2186번길 11-15,경기도 포천시 선단동 629-1,37.85346198,127.1593101,2018-10,621,사무실+회의실+교육실+검진실,2,3,0,작업치료사(2),경기도 포천시보건소,포천시보건소장,031-538-4831,,치매검진+치매인지강화 프로그램,031-538-4831,경기도 포천시청,2022-05-20,5600000,경기도 포천시
포천시치매안심센터 일동분소,치매안심센터,경기도 포천시 일동면 소야길9,경기도 포천시 일동면 기산리 88-31,37.9558113614,127.315347,2019-08,98,사무실+대기실+프로그램실,0,1,0,작업치료사(1),경기도 포천시보건소,포천시보건소장,031-538-4547,,치매검진+치매인지강화 프로그램,031-538-4547,경기도 포천시청,2022-05-20,5600000,경기도 포천시
포천시치매안심센터 영북분소,치매안심센터,경기도 포천시 영북면 영북로166,경기도 포천시 영북면 운천리 340-6,38.0892943195,127.2756336535,2018-12,,사무실+대기실+프로그램실,1,1,0,작업치료사(1),경기도 포천시보건소,포천시보건소장,031-538-4806,,치매검진+치매인지강화 프로그램,031-538-4806,경기도 포천시청,2022-05-20,5600000,경기도 포천시
금정구 치매안심센터,치매안심센터,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,35.24205368,129.0924546,2017-12,559.62,,0,13,3,3,부산광역시 금정구보건소,서경민,051-519-5678,,"치매조기검진, 치매예방프로그램, 치매환자 지원, 치매 인식 개선사업 등",051-519-5678,부산광역시 금정구보건소,2022-06-08,3350000,부산광역시 금정구
충청북도광역치매센터,광역치매센터,"충청북도 청주시 서원구 1순환로 767, 지오빌딩 3층",충청북도 청주시 서원구 개신동 50-5,36.625449,127.463825,2013-12,333.2,사무실(2)+회의실(1)+교육실(1)+세미나실(1)+비품보관실(1),1,0,6,작업치료사(2),충북대학교병원,이상수,043-269-6891,2019-12-27,"치매인력전문화교육, 치매극복의날기념식, 치매극복걷기대회, 치매파트너운영, 치매특화사업개발, 치매연구조사 등",043-220-3192,충청북도청 보건정책과,2022-06-07,5710000,충청북도 청주시
충청북도 청주시 상당구 치매안심센터,치매안심센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도 청주시 상당구 남일면 효촌리 92-2,36.588251,127.5059388388,2019-05,992.92,사무실(1)+상담실(2)+검진실(1)+쉼터(1)+가족카페(1)+휴게실(1)+사랑방(1)+샤워실(1)+대회의실(1)+소회의실(1)+통신실(1),0,3,2,작업치료사(4)+임상심리사(2)+행정(2),청주시 상당보건소,김혜련,043-201-3100,,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4306,청주시 상당보건소,2022-06-07,5710000,충청북도 청주시
충청북도 청주시 서원구 치매안심센터,치매안심센터,"충청북도 청주시 서원구 구룡산로 235, 3층 (수곡동, 위너스빌)",충청북도 청주시 서원구 수곡동 901,36.616052,127.4713304921,2018-10,305.71,사무실(1)+상담실(2)+검진실(1)+쉼터(1)+가족카페(1),0,6,2,작업치료사(2)+임상심리사(1)+행정(2),청주시 서원보건소,김병성,043-201-3200,,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-3710,청주시 서원보건소,2022-06-07,5710000,충청북도 청주시
충청북도 청주시 흥덕구 치매안심센터,치매안심센터,"충청북도 청주시 흥덕구 비하로12번길 42, 1층~2층",충청북도 청주시 흥덕구 비하동 793,36.6299036009,127.4267927994,2018-08,500,사무실(2)+상담실(2)+검진실(1)+창고(1)+프로그램실(1)+쉼터(1)+휴게실(1)+통신실(1)+카페(1),0,3,3,작업치료사(4)+임상심리사(2)+행정(1),청주시 흥덕보건소,이진숙,043-201-3300,,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4330,청주시 흥덕보건소,2022-06-07,5710000,충청북도 청주시
충청북도 청주시 청원구 치매안심센터,치매안심센터,충청북도 청주시 청원구 오창읍 과학산업3로 238,충청북도 청주시 청원구 오창읍 각리 639-1,36.7104063494,127.4304713294,2018-12,457.26,사무실(2)+상담실(2)+검진실(1)+창고(2)+쉼터(1)+휴게실(1)+통신실(1)+카페(1),0,3,2,작업치료사(3)+임상심리사(1)+행정(3),청주시 청원보건소,김현숙,043-201-3400,,"치매조기검진, 치매치료관리비 및 검진비 지원, 치매예방교육,인지강화교실, 치매안심마을운영, 치매환자맞춤형 사례관리,치매공공후견인, 치매환자쉼터 및 가족지원사업,치매파트너 운영, 돌봄재활사업 등",043-201-4360,청주시 청원보건소,2022-06-07,5710000,충청북도 청주시
부산광역시 수영구 치매안심센터,치매안심센터,부산광역시 수영구 수영로 637-5(광안동),부산광역시 수영구 광안동 661-1,35.16247327,129.1134875,2018-12,565.18,,0,7,3,5,부산광역시 수영구보건소,노도연,051-752-4000,,"치매조기검진, 치매예방프로그램, 치매환자 지원사업, 치매 인식개선 홍보 캠페인 등",051-752-4000,부산광역시 수영구보건소,2022-05-31,3380000,부산광역시 수영구
대전광역시유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177 유성구보건소 2층,대전광역시 유성구 구암동91-6 유성구보건소,36.3538097,127.3286392,2018-05,380.83,사무실(1)+프로그램실(3)+검사실(4)+센터(1),0,6,3,작업치료사(3)+임상심리사(1),유성구보건소,신현정,042-611-5018,,"치매조기검진, 치매환자 인지프로그램, 가족지원사업, 치매극복의 날 기념행사 등",042-611-5121,대전광역시 유성구청,2022-06-08,3670000,대전광역시 유성구
부산광역시 동래구 치매안심센터,치매안심센터,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,35.211408,129.079856,2018-06,500150,없음,3,9,1,임상심리사(1)+작업치료사(2),부산광역시 동래구보건소,김종목,051-555-4000,,"치매상담 및 등록관리, 치매조기검진 및 예방관리, 치매환자쉼터 운영, 치매가족 지원, 치매인식개선 및 교육홍보 등",051-550-4000,부산광역시 동래구청,2022-06-07,3300000,부산광역시 동래구
완주군 치매안심센터,치매안심센터,전라북도 완주군 삼례읍 삼봉8로 10-12,전라북도 완주군 삼례읍 수계리697-1,35.9300447,127.1208616,2017-12,,,2,11,2,1,완주군 보건소,유미경,063-290-4380,,"치매환자관리사업, 치매상담",,완주군 보건소,2022-05-31,4720000,전라북도 완주군
완주군 치매안심센터,치매안심센터,전라북도 완주군 삼례읍 삼봉8로 10-12,전라북도 완주군 삼례읍 수계리697-1,35.9214549899,127.1219109175,2017-12,,,2,11,2,1,완주군 보건소,유미경,063-290-4380,,"치매환자관리사업, 치매상담",,완주군 보건소,2022-05-31,4720000,전라북도 완주군
연제구치매안심센터,치매안심센터,부산광역시 연제구 거제시장로22번길 70(거제동),부산광역시 연제구 거제동 558-3,35.1840299,129.0730755,18-Nov,469.63,"상담실, 보담실, 소담실, 검진실, 쉼터",2,11,2,4,연제구보건소,사공필용,051-665-5481,,"치매조기검진, 상담등록관리, 환자 및 가족 지원, 인식개선",051-665-5481,연제구보건소,2022-05-30,3370000,부산광역시 연제구
괴산군치매안심센터,치매안심센터,충청북도 괴산군 괴산읍 동진천길 43,충청북도 괴산군 괴산읍 동부리 641,36.80799723,127.7966873,2019-12,,,0,6,1,0,괴산군치매안심센터,김영숙,043-830-2392,,"치매선별검사, 치매진단검사, 가족교실, 인지교실 등",043-830-2392,괴산군보건소,2022-06-02,4460000,충청북도 괴산군
수정구보건소 치매안심센터,치매안심센터,경기도 성남시 수정구 수정로 218,경기도 성남시 수정구 신흥동 3435번지,37.4443116,127.1440597,2017-12,47,사무실(1)+프로그램실(3)+상담실(2)+검진실(1)+교육상담실+가족카페+정원등,1,11,2,작업치료사(3),수정구보건소,김은미,031-729-3879,,상담및등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매지원서비스+치매가족및보호자지원사업+치매인식개선및교육홍보+치매안심마을운영+치매공공후견사업,031-729-3879,경기도 성남시 수정구 보건소,2022-05-30,3780000,경기도 성남시
중원구보건소 치매안심센터,치매안심센터,경기도 성남시 중원구 금상로 137(상대원동),경기도 성남시 중원구 상대원동 269-10,37.44215706,127.1705795,2017-12,2055.9,사무실(4)+회의실(1)+교육실(1)+쉼터(1)+프로그램실(4)+검사실(4)+카페1개등,1,4,7,임상심리사(1)+작업치료사(5)+사무(1),(의)롯데의료재단,안세진,031-739-3045,2020-01-01,상담및등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매지원서비스+치매가족및보호자지원사업+치매인식개선및교육홍보+치매안심마을운영+치매공공후견사업,031-729-2486,경기도 성남시 중원구 보건소,2022-05-30,3780000,경기도 성남시
양평군치매안심센터,치매안심센터,경기도 양평군 양평읍 중앙로111번길 34-21,경기도 양평군 양평읍 공흥리 310-9,37.49662351,127.505177,11-Feb,733.95,사무실(1)+상담실(1)+프로그램실(1)+교육실(1)+기타(1),1,5,6,작업치료사(3)+운전기사(3),분당서울대학교병원,박영호,031-771-5773,2020-01-01,"치매예방관리사업,치매등록관리사업,치매지역사회기반강화",031-770-3475,경기도 양평군보건소,2022-05-30,4170000,경기도 양평군
인제군치매안심센터,치매안심센터,강원도 인제군 인제읍 인제로140번길 34,강원도 인제군 인제읍 남북리 789-1,38.06327706,128.1685854,2019-12,719.3,"사무실(2)+치매환자쉼터(1)+가족카페(1)+교육실(2)+검진,상담실(1), 창고(2)",1,7,0,행정(2)+작업치료사(1),직영,허준용,033-460-2523,,"무료치매검사,경증치매환자단기쉼터운영, 인지재활프로그램, 정상군 치매예방교실,치매고위험군 인지강화교실, 치매인식개선, 기타 치매환자 조호물품, 치매치료관리지지원,실종예방사업",,강원도 인제군청,2022-06-07,4330000,강원도 인제군
울산광역시남구치매안심센터,치매안심센터,울산광역시 남구 삼산중로 132,울산광역시 남구 삼산동 1538-4,35.54535759,129.3363268,2019-04,997.14,사무실(1)+검진실(1)+상담실(3)+심리안정실(1)+인지체험관(1)+쉼터(1)+교육실(1),1,8,1,임상심리사(1)+작업치료사(4),남구보건소,박혜경,052-226-2323,,"상담 및 등록관리사업,조기검진사업,쉼터운영사업,가족지원사업,치매인식개선홍보사업",052-226-2451,울산광역시 남구보건소,2022-05-31,3700000,울산광역시 남구
부산광역시영도구치매안심센터,치매안심센터,부산광역시 영도구 태종로 423,부산광역시 영도구 청학동 48-3,35.0912179,129.067935,2017-12,375.42,사무실(1)+상담실(2)+검진실(1)+프로그램실(2)+까페(1),1,12,3,임상심리사(1)+작업치료사(2),영도구보건소,박성률,051-419-4935,,"치매상담 및 정보 제공, 치매조기검진, 치매예방 및 인지강화교실 운영, 치매환자 단기보호쉼터 운영, 치매가족교실 및 힐링까페 운영, 치매치료관리비 지원, 치매환자 조호물품 지원, 치매인식개선사업 운영 등",,부산광역시 영도구청,2022-05-30,3280000,부산광역시 영도구
